area,date,price
NO2,2022-07-19,3347.69
NO2,2022-07-20,2767.49
NO2,2022-07-21,3330.68
NO2,2022-07-22,3159.16
NO2,2022-07-23,3114.57
NO2,2022-07-24,2586.02
NO2,2022-07-25,2672.21
NO2,2022-07-26,2114.14
NO2,2022-07-27,2660.23
NO2,2022-07-28,4221.24
NO2,2022-07-29,4107.51
NO2,2022-07-30,3682.62
NO2,2022-07-31,3105.29
NO2,2022-08-01,3624.96
NO2,2022-08-02,3147.48
NO2,2022-08-03,2898.4
NO2,2022-08-04,3462.11
NO2,2022-08-05,3464.51
NO2,2022-08-06,2669.55
NO2,2022-08-07,2336.71
NO2,2022-08-08,3423.48
NO2,2022-08-09,3373.82
NO2,2022-08-10,3247.08
NO2,2022-08-11,3476.14
NO2,2022-08-12,4032.26
NO2,2022-08-13,3657.26
NO2,2022-08-14,3452.92
NO2,2022-08-15,3971.74
NO2,2022-08-16,4404.18
NO2,2022-08-17,4894.8
NO2,2022-08-18,5255.38
NO2,2022-08-19,4843.2
NO2,2022-08-20,4378.69
NO2,2022-08-21,3615.31
NO2,2022-08-22,5331.2
NO2,2022-08-23,5322.96
NO2,2022-08-24,5547.56
NO2,2022-08-25,5398.82
NO2,2022-08-26,6225.65
NO2,2022-08-27,5762.17
NO2,2022-08-28,4850.96
NO2,2022-08-29,6284.2
NO2,2022-08-30,6452.61
NO2,2022-08-31,5885.51
NO2,2022-09-01,5661.2
NO2,2022-09-02,4355.86
NO2,2022-09-03,3848.56
NO2,2022-09-04,3076.03
NO2,2022-09-05,3886.78
NO2,2022-09-06,4084.27
NO2,2022-09-07,4508.11
NO2,2022-09-08,4319.31
NO2,2022-09-09,3491.85
NO2,2022-09-10,4094.97
NO2,2022-09-11,4032.38
NO2,2022-09-12,4082.86
NO2,2022-09-13,3823.02
NO2,2022-09-14,4233.73
NO2,2022-09-15,3648.33
NO2,2022-09-16,3210.08
NO2,2022-09-17,2621.09
NO2,2022-09-18,1150.73
NO2,2022-09-19,2804.71
NO2,2022-09-20,3779.35
NO2,2022-09-21,3872.6
