area,start_hour,date,price
NO1,8,2022-09-24,3.6761
NO1,9,2022-09-24,3.7206
NO1,10,2022-09-24,3.6688
NO1,11,2022-09-24,3.605
NO1,12,2022-09-24,3.4856
NO1,13,2022-09-24,3.1507
NO1,14,2022-09-24,3.1582
NO1,15,2022-09-24,3.3753
NO1,16,2022-09-24,3.5486
NO1,17,2022-09-24,3.6809
NO1,18,2022-09-24,3.8809
NO1,19,2022-09-24,4.0193
NO1,20,2022-09-24,3.9223
NO1,21,2022-09-24,3.6849
NO1,22,2022-09-24,3.5462
NO1,23,2022-09-24,3.3259
NO2,0,2022-09-24,3.6266
NO2,1,2022-09-24,3.5347
NO2,2,2022-09-24,3.1158
NO2,3,2022-09-24,3.0533
NO2,4,2022-09-24,3.044
NO2,5,2022-09-24,3.1248
NO2,6,2022-09-24,3.5026
NO2,7,2022-09-24,3.6081
NO2,8,2022-09-24,3.6761
NO2,9,2022-09-24,3.7206
NO2,10,2022-09-24,3.6688
NO2,11,2022-09-24,3.605
NO2,12,2022-09-24,3.4856
NO2,13,2022-09-24,3.1507
NO2,14,2022-09-24,3.1582
NO2,15,2022-09-24,3.3753
NO2,16,2022-09-24,3.5486
NO2,17,2022-09-24,3.6809
NO2,18,2022-09-24,3.8809
NO2,19,2022-09-24,4.0193
NO2,20,2022-09-24,3.9223
NO2,21,2022-09-24,3.6849
NO2,22,2022-09-24,3.5462
NO2,23,2022-09-24,3.3259
NO1,0,2022-09-29,3.1334
NO1,1,2022-09-29,3.1039
NO1,2,2022-09-29,3.1036
NO1,3,2022-09-29,3.1035
NO1,4,2022-09-29,3.1094
NO1,5,2022-09-29,3.1694
NO1,6,2022-09-29,3.2279
NO1,7,2022-09-29,3.2551
NO1,8,2022-09-29,3.4443
NO1,9,2022-09-29,3.6731
NO1,10,2022-09-29,3.7351
NO1,11,2022-09-29,3.5057
NO1,12,2022-09-29,3.3597
NO1,13,2022-09-29,3.4517
NO1,14,2022-09-29,3.3688
NO1,15,2022-09-29,3.5165
NO1,16,2022-09-29,3.674
NO1,17,2022-09-29,3.738
NO1,18,2022-09-29,3.7825
NO1,19,2022-09-29,3.7244
NO1,20,2022-09-29,3.696
NO1,21,2022-09-29,3.5513
NO1,22,2022-09-29,3.3578
NO1,23,2022-09-29,3.3167
NO2,0,2022-09-29,3.1334
NO2,1,2022-09-29,3.1039
NO2,2,2022-09-29,3.1036
NO2,3,2022-09-29,3.1035
NO2,4,2022-09-29,3.1094
NO2,5,2022-09-29,3.1694
NO2,6,2022-09-29,3.2279
NO2,7,2022-09-29,3.2551
NO2,8,2022-09-29,3.4443
NO2,9,2022-09-29,3.6731
NO2,10,2022-09-29,3.7351
NO2,11,2022-09-29,3.5057
NO2,12,2022-09-29,3.3597
NO2,13,2022-09-29,3.4517
NO2,14,2022-09-29,3.3688
NO2,15,2022-09-29,3.5165
NO2,16,2022-09-29,3.674
NO2,17,2022-09-29,3.738
NO2,18,2022-09-29,3.7825
NO2,19,2022-09-29,3.7244
NO2,20,2022-09-29,3.696
NO2,21,2022-09-29,3.5513
NO2,22,2022-09-29,3.3578
NO2,23,2022-09-29,3.3167
NO1,0,2022-09-30,3.4111
NO1,1,2022-09-30,3.2413
NO1,2,2022-09-30,3.2171
NO1,3,2022-09-30,3.2045
NO1,4,2022-09-30,3.2039
NO1,5,2022-09-30,3.2089
NO1,6,2022-09-30,3.2728
NO1,7,2022-09-30,3.5508
NO1,8,2022-09-30,3.7041
NO1,9,2022-09-30,3.6479
NO1,10,2022-09-30,3.5391
NO1,11,2022-09-30,3.3087
NO1,12,2022-09-30,2.9178
NO1,13,2022-09-30,2.6374
NO1,14,2022-09-30,2.0918
NO1,15,2022-09-30,2.043
NO1,16,2022-09-30,2.2557
NO1,17,2022-09-30,3.0737
NO1,18,2022-09-30,2.9275
NO1,19,2022-09-30,3.1587
NO1,20,2022-09-30,3.061
NO1,21,2022-09-30,2.0125
NO1,22,2022-09-30,1.7663
NO1,23,2022-09-30,0.9903
NO2,0,2022-09-30,3.4111
NO2,1,2022-09-30,3.2413
NO2,2,2022-09-30,3.2171
NO2,3,2022-09-30,3.2045
NO2,4,2022-09-30,3.2039
NO2,5,2022-09-30,3.2089
NO2,6,2022-09-30,3.2728
NO2,7,2022-09-30,3.5508
NO2,8,2022-09-30,3.7041
NO2,9,2022-09-30,3.6479
NO2,10,2022-09-30,3.5391
NO2,11,2022-09-30,3.3087
NO2,12,2022-09-30,2.9178
NO2,13,2022-09-30,2.6374
NO2,14,2022-09-30,2.0918
NO2,15,2022-09-30,2.043
NO2,16,2022-09-30,2.2557
NO2,17,2022-09-30,3.0737
NO2,18,2022-09-30,2.9275
NO2,19,2022-09-30,3.1587
NO2,20,2022-09-30,3.061
NO2,21,2022-09-30,2.0125
NO2,22,2022-09-30,1.7663
NO2,23,2022-09-30,0.9903
