area,price,from,to
NO1,2.6561,2022-09-02T21:00:00Z,2022-09-02T22:00:00Z
NO2,1.5374,2022-09-01T22:00:00Z,2022-09-01T23:00:00Z
NO2,1.6409,2022-09-01T23:00:00Z,2022-09-02T00:00:00Z
NO2,1.6406,2022-09-02T00:00:00Z,2022-09-02T01:00:00Z
NO2,1.8225,2022-09-02T01:00:00Z,2022-09-02T02:00:00Z
NO2,1.6652,2022-09-02T02:00:00Z,2022-09-02T03:00:00Z
NO2,2.2818,2022-09-02T03:00:00Z,2022-09-02T04:00:00Z
NO2,1.0142,2022-09-02T04:00:00Z,2022-09-02T05:00:00Z
NO2,1.8704,2022-09-02T05:00:00Z,2022-09-02T06:00:00Z
NO2,1.0075,2022-09-02T06:00:00Z,2022-09-02T07:00:00Z
NO2,1.5456,2022-09-02T07:00:00Z,2022-09-02T08:00:00Z
NO2,1.7039,2022-09-02T08:00:00Z,2022-09-02T09:00:00Z
NO2,2.7639,2022-09-02T09:00:00Z,2022-09-02T10:00:00Z
NO2,2.8225,2022-09-02T10:00:00Z,2022-09-02T11:00:00Z
NO2,1.1088,2022-09-02T11:00:00Z,2022-09-02T12:00:00Z
NO2,2.3901,2022-09-02T12:00:00Z,2022-09-02T13:00:00Z
NO2,2.2257,2022-09-02T13:00:00Z,2022-09-02T14:00:00Z
NO2,2.0511,2022-09-02T14:00:00Z,2022-09-02T15:00:00Z
NO2,2.9235,2022-09-02T15:00:00Z,2022-09-02T16:00:00Z
NO2,1.8052,2022-09-02T16:00:00Z,2022-09-02T17:00:00Z
NO2,1.1476,2022-09-02T17:00:00Z,2022-09-02T18:00:00Z
NO2,2.2146,2022-09-02T18:00:00Z,2022-09-02T19:00:00Z
NO2,2.0857,2022-09-02T19:00:00Z,2022-09-02T20:00:00Z
NO2,2.8285,2022-09-02T20:00:00Z,2022-09-02T21:00:00Z
NO2,1.8577,2022-09-02T21:00:00Z,2022-09-02T22:00:00Z
NO1,2.3641,2022-09-02T22:00:00Z,2022-09-02T23:00:00Z
NO1,1.4785,2022-09-02T23:00:00Z,2022-09-03T00:00:00Z
NO1,1.4974,2022-09-03T00:00:00Z,2022-09-03T01:00:00Z
NO1,2.4278,2022-09-03T01:00:00Z,2022-09-03T02:00:00Z
NO1,2.803,2022-09-03T02:00:00Z,2022-09-03T03:00:00Z
NO1,1.786,2022-09-03T03:00:00Z,2022-09-03T04:00:00Z
NO1,1.6523,2022-09-03T04:00:00Z,2022-09-03T05:00:00Z
NO1,2.8417,2022-09-03T05:00:00Z,2022-09-03T06:00:00Z
NO1,2.0282,2022-09-03T06:00:00Z,2022-09-03T07:00:00Z
NO1,2.3408,2022-09-03T07:00:00Z,2022-09-03T08:00:00Z
NO1,2.0537,2022-09-03T08:00:00Z,2022-09-03T09:00:00Z
NO1,1.2226,2022-09-03T09:00:00Z,2022-09-03T10:00:00Z
NO1,2.0374,2022-09-03T10:00:00Z,2022-09-03T11:00:00Z
NO1,2.5712,2022-09-03T11:00:00Z,2022-09-03T12:00:00Z
NO1,1.4698,2022-09-03T12:00:00Z,2022-09-03T13:00:00Z
NO1,2.1125,2022-09-03T13:00:00Z,2022-09-03T14:00:00Z
NO1,1.8169,2022-09-03T14:00:00Z,2022-09-03T15:00:00Z
NO1,2.2288,2022-09-03T15:00:00Z,2022-09-03T16:00:00Z
NO1,2.4502,2022-09-03T16:00:00Z,2022-09-03T17:00:00Z
NO1,1.2343,2022-09-03T17:00:00Z,2022-09-03T18:00:00Z
NO1,2.1892,2022-09-03T18:00:00Z,2022-09-03T19:00:00Z
NO1,2.8641,2022-09-03T19:00:00Z,2022-09-03T20:00:00Z
NO1,2.8816,2022-09-03T20:00:00Z,2022-09-03T21:00:00Z
NO1,2.7661,2022-09-03T21:00:00Z,2022-09-03T22:00:00Z
NO2,2.4649,2022-09-02T22:00:00Z,2022-09-02T23:00:00Z
NO2,1.01,2022-09-02T23:00:00Z,2022-09-03T00:00:00Z
NO2,2.469,2022-09-03T00:00:00Z,2022-09-03T01:00:00Z
NO2,1.8244,2022-09-03T01:00:00Z,2022-09-03T02:00:00Z
NO2,1.1228,2022-09-03T02:00:00Z,2022-09-03T03:00:00Z
NO2,1.4838,2022-09-03T03:00:00Z,2022-09-03T04:00:00Z
NO2,2.8289,2022-09-03T04:00:00Z,2022-09-03T05:00:00Z
NO2,1.4614,2022-09-03T05:00:00Z,2022-09-03T06:00:00Z
NO2,2.2381,2022-09-03T06:00:00Z,2022-09-03T07:00:00Z
NO2,2.9726,2022-09-03T07:00:00Z,2022-09-03T08:00:00Z
NO2,2.26,2022-09-03T08:00:00Z,2022-09-03T09:00:00Z
NO2,2.3169,2022-09-03T09:00:00Z,2022-09-03T10:00:00Z
NO2,1.8534,2022-09-03T10:00:00Z,2022-09-03T11:00:00Z
NO2,1.3918,2022-09-03T11:00:00Z,2022-09-03T12:00:00Z
NO2,2.5929,2022-09-03T12:00:00Z,2022-09-03T13:00:00Z
NO2,2.4407,2022-09-03T13:00:00Z,2022-09-03T14:00:00Z
NO2,1.5041,2022-09-03T14:00:00Z,2022-09-03T15:00:00Z
NO2,1.0694,2022-09-03T15:00:00Z,2022-09-03T16:00:00Z
NO2,2.4098,2022-09-03T16:00:00Z,2022-09-03T17:00:00Z
NO2,2.8839,2022-09-03T17:00:00Z,2022-09-03T18:00:00Z
NO2,2.2267,2022-09-03T18:00:00Z,2022-09-03T19:00:00Z
NO2,2.8508,2022-09-03T19:00:00Z,2022-09-03T20:00:00Z
NO2,2.2962,2022-09-03T20:00:00Z,2022-09-03T21:00:00Z
NO2,2.5389,2022-09-03T21:00:00Z,2022-09-03T22:00:00Z
NO1,1.266,2022-09-03T22:00:00Z,2022-09-03T23:00:00Z
NO1,2.0337,2022-09-03T23:00:00Z,2022-09-04T00:00:00Z
NO1,1.2204,2022-09-04T00:00:00Z,2022-09-04T01:00:00Z
NO1,1.8193,2022-09-04T01:00:00Z,2022-09-04T02:00:00Z
NO1,2.6534,2022-09-04T02:00:00Z,2022-09-04T03:00:00Z
NO1,1.0405,2022-09-04T03:00:00Z,2022-09-04T04:00:00Z
NO1,2.6827,2022-09-04T04:00:00Z,2022-09-04T05:00:00Z
NO1,2.9448,2022-09-04T05:00:00Z,2022-09-04T06:00:00Z
NO1,1.3158,2022-09-04T06:00:00Z,2022-09-04T07:00:00Z
NO1,2.2132,2022-09-04T07:00:00Z,2022-09-04T08:00:00Z
NO1,2.774,2022-09-04T08:00:00Z,2022-09-04T09:00:00Z
NO1,1.9347,2022-09-04T09:00:00Z,2022-09-04T10:00:00Z
NO1,1.4084,2022-09-04T10:00:00Z,2022-09-04T11:00:00Z
NO1,2.5309,2022-09-04T11:00:00Z,2022-09-04T12:00:00Z
NO1,1.5487,2022-09-04T12:00:00Z,2022-09-04T13:00:00Z
NO1,2.5688,2022-09-04T13:00:00Z,2022-09-04T14:00:00Z
NO1,2.7197,2022-09-04T14:00:00Z,2022-09-04T15:00:00Z
NO1,2.6576,2022-09-04T15:00:00Z,2022-09-04T16:00:00Z
NO1,1.4983,2022-09-04T16:00:00Z,2022-09-04T17:00:00Z
NO1,1.262,2022-09-04T17:00:00Z,2022-09-04T18:00:00Z
NO1,1.6139,2022-09-04T18:00:00Z,2022-09-04T19:00:00Z
NO1,1.2313,2022-09-04T19:00:00Z,2022-09-04T20:00:00Z
NO1,1.6706,2022-09-04T20:00:00Z,2022-09-04T21:00:00Z
NO1,2.5401,2022-09-04T21:00:00Z,2022-09-04T22:00:00Z
NO2,2.3011,2022-09-03T22:00:00Z,2022-09-03T23:00:00Z
NO2,2.0199,2022-09-03T23:00:00Z,2022-09-04T00:00:00Z
NO2,2.2165,2022-09-04T00:00:00Z,2022-09-04T01:00:00Z
NO2,2.7638,2022-09-04T01:00:00Z,2022-09-04T02:00:00Z
NO2,1.8087,2022-09-04T02:00:00Z,2022-09-04T03:00:00Z
NO2,1.3832,2022-09-04T03:00:00Z,2022-09-04T04:00:00Z
NO2,1.6125,2022-09-04T04:00:00Z,2022-09-04T05:00:00Z
NO2,1.8693,2022-09-04T05:00:00Z,2022-09-04T06:00:00Z
NO2,1.6674,2022-09-04T06:00:00Z,2022-09-04T07:00:00Z
NO2,1.5849,2022-09-04T07:00:00Z,2022-09-04T08:00:00Z
NO2,2.3958,2022-09-04T08:00:00Z,2022-09-04T09:00:00Z
NO2,2.7439,2022-09-04T09:00:00Z,2022-09-04T10:00:00Z
NO2,2.8922,2022-09-04T10:00:00Z,2022-09-04T11:00:00Z
NO2,2.2007,2022-09-04T11:00:00Z,2022-09-04T12:00:00Z
NO2,2.9878,2022-09-04T12:00:00Z,2022-09-04T13:00:00Z
NO2,1.7154,2022-09-04T13:00:00Z,2022-09-04T14:00:00Z
NO2,1.6344,2022-09-04T14:00:00Z,2022-09-04T15:00:00Z
NO2,2.9161,2022-09-04T15:00:00Z,2022-09-04T16:00:00Z
NO2,2.398,2022-09-04T16:00:00Z,2022-09-04T17:00:00Z
NO2,1.4843,2022-09-04T17:00:00Z,2022-09-04T18:00:00Z
NO2,1.6677,2022-09-04T18:00:00Z,2022-09-04T19:00:00Z
NO2,2.2653,2022-09-04T19:00:00Z,2022-09-04T20:00:00Z
NO2,1.3976,2022-09-04T20:00:00Z,2022-09-04T21:00:00Z
NO2,1.6466,2022-09-04T21:00:00Z,2022-09-04T22:00:00Z
NO1,1.7283,2022-09-04T22:00:00Z,2022-09-04T23:00:00Z
NO1,2.2401,2022-09-04T23:00:00Z,2022-09-05T00:00:00Z
NO1,2.2052,2022-09-05T00:00:00Z,2022-09-05T01:00:00Z
NO1,1.9708,2022-09-05T01:00:00Z,2022-09-05T02:00:00Z
NO1,2.2227,2022-09-05T02:00:00Z,2022-09-05T03:00:00Z
NO1,1.811,2022-09-05T03:00:00Z,2022-09-05T04:00:00Z
NO1,2.8277,2022-09-05T04:00:00Z,2022-09-05T05:00:00Z
NO1,1.5243,2022-09-05T05:00:00Z,2022-09-05T06:00:00Z
NO1,2.6693,2022-09-05T06:00:00Z,2022-09-05T07:00:00Z
NO1,2.6879,2022-09-05T07:00:00Z,2022-09-05T08:00:00Z
NO1,1.6491,2022-09-05T08:00:00Z,2022-09-05T09:00:00Z
NO1,1.9215,2022-09-05T09:00:00Z,2022-09-05T10:00:00Z
NO1,1.2017,2022-09-05T10:00:00Z,2022-09-05T11:00:00Z
NO1,2.5515,2022-09-05T11:00:00Z,2022-09-05T12:00:00Z
NO1,1.348,2022-09-05T12:00:00Z,2022-09-05T13:00:00Z
NO1,2.3162,2022-09-05T13:00:00Z,2022-09-05T14:00:00Z
NO1,1.7296,2022-09-05T14:00:00Z,2022-09-05T15:00:00Z
NO1,1.2846,2022-09-05T15:00:00Z,2022-09-05T16:00:00Z
NO1,2.2935,2022-09-05T16:00:00Z,2022-09-05T17:00:00Z
NO1,1.6891,2022-09-05T17:00:00Z,2022-09-05T18:00:00Z
NO1,1.6153,2022-09-05T18:00:00Z,2022-09-05T19:00:00Z
NO1,2.2974,2022-09-05T19:00:00Z,2022-09-05T20:00:00Z
NO1,1.2245,2022-09-05T20:00:00Z,2022-09-05T21:00:00Z
NO1,2.3058,2022-09-05T21:00:00Z,2022-09-05T22:00:00Z
NO2,2.3207,2022-09-04T22:00:00Z,2022-09-04T23:00:00Z
NO2,2.6133,2022-09-04T23:00:00Z,2022-09-05T00:00:00Z
NO2,1.8833,2022-09-05T00:00:00Z,2022-09-05T01:00:00Z
NO2,2.6598,2022-09-05T01:00:00Z,2022-09-05T02:00:00Z
NO2,1.5551,2022-09-05T02:00:00Z,2022-09-05T03:00:00Z
NO2,2.3576,2022-09-05T03:00:00Z,2022-09-05T04:00:00Z
NO2,1.5617,2022-09-05T04:00:00Z,2022-09-05T05:00:00Z
NO2,2.2606,2022-09-05T05:00:00Z,2022-09-05T06:00:00Z
NO2,1.135,2022-09-05T06:00:00Z,2022-09-05T07:00:00Z
NO2,2.415,2022-09-05T07:00:00Z,2022-09-05T08:00:00Z
NO2,1.8164,2022-09-05T08:00:00Z,2022-09-05T09:00:00Z
NO2,1.8836,2022-09-05T09:00:00Z,2022-09-05T10:00:00Z
NO2,2.7804,2022-09-05T10:00:00Z,2022-09-05T11:00:00Z
NO2,1.1501,2022-09-05T11:00:00Z,2022-09-05T12:00:00Z
NO2,2.162,2022-09-05T12:00:00Z,2022-09-05T13:00:00Z
NO2,1.9202,2022-09-05T13:00:00Z,2022-09-05T14:00:00Z
NO2,1.3293,2022-09-05T14:00:00Z,2022-09-05T15:00:00Z
NO2,2.4364,2022-09-05T15:00:00Z,2022-09-05T16:00:00Z
NO2,2.5195,2022-09-05T16:00:00Z,2022-09-05T17:00:00Z
NO2,2.618,2022-09-05T17:00:00Z,2022-09-05T18:00:00Z
NO2,1.5184,2022-09-05T18:00:00Z,2022-09-05T19:00:00Z
NO2,1.7187,2022-09-05T19:00:00Z,2022-09-05T20:00:00Z
NO2,2.8975,2022-09-05T20:00:00Z,2022-09-05T21:00:00Z
NO2,1.4215,2022-09-05T21:00:00Z,2022-09-05T22:00:00Z
NO1,1.7687,2022-09-05T22:00:00Z,2022-09-05T23:00:00Z
NO1,2.5461,2022-09-05T23:00:00Z,2022-09-06T00:00:00Z
NO1,2.6722,2022-09-06T00:00:00Z,2022-09-06T01:00:00Z
NO1,2.112,2022-09-06T01:00:00Z,2022-09-06T02:00:00Z
NO1,2.0954,2022-09-06T02:00:00Z,2022-09-06T03:00:00Z
NO1,1.6545,2022-09-06T03:00:00Z,2022-09-06T04:00:00Z
NO1,1.7677,2022-09-06T04:00:00Z,2022-09-06T05:00:00Z
NO1,2.288,2022-09-06T05:00:00Z,2022-09-06T06:00:00Z
NO1,2.8539,2022-09-06T06:00:00Z,2022-09-06T07:00:00Z
NO1,1.1769,2022-09-06T07:00:00Z,2022-09-06T08:00:00Z
NO1,1.6591,2022-09-06T08:00:00Z,2022-09-06T09:00:00Z
NO1,1.0258,2022-09-06T09:00:00Z,2022-09-06T10:00:00Z
NO1,1.0485,2022-09-06T10:00:00Z,2022-09-06T11:00:00Z
NO1,2.0618,2022-09-06T11:00:00Z,2022-09-06T12:00:00Z
NO1,1.3509,2022-09-06T12:00:00Z,2022-09-06T13:00:00Z
NO1,1.3151,2022-09-06T13:00:00Z,2022-09-06T14:00:00Z
NO1,1.3881,2022-09-06T14:00:00Z,2022-09-06T15:00:00Z
NO1,1.4802,2022-09-06T15:00:00Z,2022-09-06T16:00:00Z
NO1,1.7553,2022-09-06T16:00:00Z,2022-09-06T17:00:00Z
NO1,2.6328,2022-09-06T17:00:00Z,2022-09-06T18:00:00Z
NO1,1.9671,2022-09-06T18:00:00Z,2022-09-06T19:00:00Z
NO1,2.6653,2022-09-06T19:00:00Z,2022-09-06T20:00:00Z
NO1,1.2866,2022-09-06T20:00:00Z,2022-09-06T21:00:00Z
NO1,1.359,2022-09-06T21:00:00Z,2022-09-06T22:00:00Z
NO2,1.2254,2022-09-05T22:00:00Z,2022-09-05T23:00:00Z
NO2,2.2812,2022-09-05T23:00:00Z,2022-09-06T00:00:00Z
NO2,2.928,2022-09-06T00:00:00Z,2022-09-06T01:00:00Z
NO2,1.6744,2022-09-06T01:00:00Z,2022-09-06T02:00:00Z
NO2,2.7874,2022-09-06T02:00:00Z,2022-09-06T03:00:00Z
NO2,2.3807,2022-09-06T03:00:00Z,2022-09-06T04:00:00Z
NO2,1.9856,2022-09-06T04:00:00Z,2022-09-06T05:00:00Z
NO2,2.0018,2022-09-06T05:00:00Z,2022-09-06T06:00:00Z
NO2,2.5266,2022-09-06T06:00:00Z,2022-09-06T07:00:00Z
NO2,1.9193,2022-09-06T07:00:00Z,2022-09-06T08:00:00Z
NO2,2.4599,2022-09-06T08:00:00Z,2022-09-06T09:00:00Z
NO2,1.2942,2022-09-06T09:00:00Z,2022-09-06T10:00:00Z
NO2,2.6265,2022-09-06T10:00:00Z,2022-09-06T11:00:00Z
NO2,2.6454,2022-09-06T11:00:00Z,2022-09-06T12:00:00Z
NO2,2.0261,2022-09-06T12:00:00Z,2022-09-06T13:00:00Z
NO2,2.9058,2022-09-06T13:00:00Z,2022-09-06T14:00:00Z
NO2,1.6677,2022-09-06T14:00:00Z,2022-09-06T15:00:00Z
NO2,1.4241,2022-09-06T15:00:00Z,2022-09-06T16:00:00Z
NO2,2.199,2022-09-06T16:00:00Z,2022-09-06T17:00:00Z
NO2,1.1443,2022-09-06T17:00:00Z,2022-09-06T18:00:00Z
NO2,2.3017,2022-09-06T18:00:00Z,2022-09-06T19:00:00Z
NO2,2.3787,2022-09-06T19:00:00Z,2022-09-06T20:00:00Z
NO2,2.9985,2022-09-06T20:00:00Z,2022-09-06T21:00:00Z
NO2,2.8702,2022-09-06T21:00:00Z,2022-09-06T22:00:00Z
NO1,1.9471,2022-09-06T22:00:00Z,2022-09-06T23:00:00Z
NO1,1.8402,2022-09-06T23:00:00Z,2022-09-07T00:00:00Z
NO1,1.4979,2022-09-07T00:00:00Z,2022-09-07T01:00:00Z
NO1,2.738,2022-09-07T01:00:00Z,2022-09-07T02:00:00Z
NO1,2.8596,2022-09-07T02:00:00Z,2022-09-07T03:00:00Z
NO1,1.7317,2022-09-07T03:00:00Z,2022-09-07T04:00:00Z
NO1,2.4855,2022-09-07T04:00:00Z,2022-09-07T05:00:00Z
NO1,2.6192,2022-09-07T05:00:00Z,2022-09-07T06:00:00Z
NO1,2.8904,2022-09-07T06:00:00Z,2022-09-07T07:00:00Z
NO1,2.4981,2022-09-07T07:00:00Z,2022-09-07T08:00:00Z
NO1,2.183,2022-09-07T08:00:00Z,2022-09-07T09:00:00Z
NO1,2.7839,2022-09-07T09:00:00Z,2022-09-07T10:00:00Z
NO1,2.5131,2022-09-07T10:00:00Z,2022-09-07T11:00:00Z
NO1,1.5162,2022-09-07T11:00:00Z,2022-09-07T12:00:00Z
NO1,2.8506,2022-09-07T12:00:00Z,2022-09-07T13:00:00Z
NO1,2.5557,2022-09-07T13:00:00Z,2022-09-07T14:00:00Z
NO1,2.008,2022-09-07T14:00:00Z,2022-09-07T15:00:00Z
NO1,1.128,2022-09-07T15:00:00Z,2022-09-07T16:00:00Z
NO1,2.4489,2022-09-07T16:00:00Z,2022-09-07T17:00:00Z
NO1,1.698,2022-09-07T17:00:00Z,2022-09-07T18:00:00Z
NO1,2.2239,2022-09-07T18:00:00Z,2022-09-07T19:00:00Z
NO1,1.0014,2022-09-07T19:00:00Z,2022-09-07T20:00:00Z
NO1,1.1473,2022-09-07T20:00:00Z,2022-09-07T21:00:00Z
NO1,1.6803,2022-09-07T21:00:00Z,2022-09-07T22:00:00Z
NO2,1.3021,2022-09-06T22:00:00Z,2022-09-06T23:00:00Z
NO2,2.6999,2022-09-06T23:00:00Z,2022-09-07T00:00:00Z
NO2,1.894,2022-09-07T00:00:00Z,2022-09-07T01:00:00Z
NO2,1.6388,2022-09-07T01:00:00Z,2022-09-07T02:00:00Z
NO2,2.1588,2022-09-07T02:00:00Z,2022-09-07T03:00:00Z
NO2,1.8247,2022-09-07T03:00:00Z,2022-09-07T04:00:00Z
NO2,2.4309,2022-09-07T04:00:00Z,2022-09-07T05:00:00Z
NO2,2.9801,2022-09-07T05:00:00Z,2022-09-07T06:00:00Z
NO2,1.3097,2022-09-07T06:00:00Z,2022-09-07T07:00:00Z
NO2,2.9125,2022-09-07T07:00:00Z,2022-09-07T08:00:00Z
NO2,1.5706,2022-09-07T08:00:00Z,2022-09-07T09:00:00Z
NO2,1.4358,2022-09-07T09:00:00Z,2022-09-07T10:00:00Z
NO2,1.8811,2022-09-07T10:00:00Z,2022-09-07T11:00:00Z
NO2,2.7294,2022-09-07T11:00:00Z,2022-09-07T12:00:00Z
NO2,1.7214,2022-09-07T12:00:00Z,2022-09-07T13:00:00Z
NO2,1.6924,2022-09-07T13:00:00Z,2022-09-07T14:00:00Z
NO2,1.7981,2022-09-07T14:00:00Z,2022-09-07T15:00:00Z
NO2,2.7216,2022-09-07T15:00:00Z,2022-09-07T16:00:00Z
NO2,2.8411,2022-09-07T16:00:00Z,2022-09-07T17:00:00Z
NO2,2.6267,2022-09-07T17:00:00Z,2022-09-07T18:00:00Z
NO2,1.0117,2022-09-07T18:00:00Z,2022-09-07T19:00:00Z
NO2,2.9649,2022-09-07T19:00:00Z,2022-09-07T20:00:00Z
NO2,2.4866,2022-09-07T20:00:00Z,2022-09-07T21:00:00Z
NO2,2.485,2022-09-07T21:00:00Z,2022-09-07T22:00:00Z
NO1,2.1004,2022-09-07T22:00:00Z,2022-09-07T23:00:00Z
NO1,2.0953,2022-09-07T23:00:00Z,2022-09-08T00:00:00Z
NO1,2.6188,2022-09-08T00:00:00Z,2022-09-08T01:00:00Z
NO1,1.2744,2022-09-08T01:00:00Z,2022-09-08T02:00:00Z
NO1,2.355,2022-09-08T02:00:00Z,2022-09-08T03:00:00Z
NO1,2.7759,2022-09-08T03:00:00Z,2022-09-08T04:00:00Z
NO1,1.5114,2022-09-08T04:00:00Z,2022-09-08T05:00:00Z
NO1,1.1088,2022-09-08T05:00:00Z,2022-09-08T06:00:00Z
NO1,1.5446,2022-09-08T06:00:00Z,2022-09-08T07:00:00Z
NO1,2.2983,2022-09-08T07:00:00Z,2022-09-08T08:00:00Z
NO1,1.279,2022-09-08T08:00:00Z,2022-09-08T09:00:00Z
NO1,1.9492,2022-09-08T09:00:00Z,2022-09-08T10:00:00Z
NO1,2.4696,2022-09-08T10:00:00Z,2022-09-08T11:00:00Z
NO1,2.5756,2022-09-08T11:00:00Z,2022-09-08T12:00:00Z
NO1,2.527,2022-09-08T12:00:00Z,2022-09-08T13:00:00Z
NO1,2.3363,2022-09-08T13:00:00Z,2022-09-08T14:00:00Z
NO1,1.0272,2022-09-08T14:00:00Z,2022-09-08T15:00:00Z
NO1,1.6614,2022-09-08T15:00:00Z,2022-09-08T16:00:00Z
NO1,2.4853,2022-09-08T16:00:00Z,2022-09-08T17:00:00Z
NO1,2.0797,2022-09-08T17:00:00Z,2022-09-08T18:00:00Z
NO1,1.5719,2022-09-08T18:00:00Z,2022-09-08T19:00:00Z
NO1,2.4763,2022-09-08T19:00:00Z,2022-09-08T20:00:00Z
NO1,2.6528,2022-09-08T20:00:00Z,2022-09-08T21:00:00Z
